659,Bareilly,Uttar Pradesh,North,28.36678,79.43167,2026-08-05 00:00:00,28.3,4.7
660,Bareilly,Uttar Pradesh,North,28.36678,79.43167,2026-08-06 00:00:00,27.1,10.8
661,Bareilly,Uttar Pradesh,North,28.36678,79.43167,2026-08-07 00:00:00,28.3,12.7
662,Bareilly,Uttar Pradesh,North,28.36678,79.43167,2026-08-08 00:00:00,29.9,12.2
663,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-10 00:00:00,28.3,6.4
664,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-11 00:00:00,28.6,8.1
665,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-12 00:00:00,29.5,12.7
666,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-13 00:00:00,30,9.1
667,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-14 00:00:00,29.5,5.8
668,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-15 00:00:00,29.5,6.1
669,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-16 00:00:00,28.5,8.1
670,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-17 00:00:00,29.8,4.6
671,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-18 00:00:00,28.9,7.2
672,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-19 00:00:00,27.4,8.3
673,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-20 00:00:00,27.2,8.2
674,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-21 00:00:00,28.7,15
675,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-22 00:00:00,28.9,17.1
676,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-23 00:00:00,28.4,14.3
677,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-24 00:00:00,28.5,7.6
678,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-25 00:00:00,30.1,8.5
679,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-26 00:00:00,31.7,3.1
680,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-27 00:00:00,30.1,5.5
681,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-28 00:00:00,30.7,6.6
682,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-29 00:00:00,30.7,14
683,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-30 00:00:00,30.1,18.4
684,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-07-31 00:00:00,29.5,17.9
685,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-01 00:00:00,29.5,9.5
686,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-02 00:00:00,28.1,6.3
687,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-03 00:00:00,28.3,6.3
688,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-04 00:00:00,28.1,5.4
689,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-05 00:00:00,27.9,7.2
690,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-06 00:00:00,27.9,11.9
691,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-07 00:00:00,29.7,6.6
692,Gorakhpur,Uttar Pradesh,North,26.76628,83.36889,2026-08-08 00:00:00,30.3,13.4
693,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-10 00:00:00,31.2,12.5
694,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-11 00:00:00,31.4,10.7
695,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-12 00:00:00,32.3,13.1
696,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-13 00:00:00,32.5,13.4
697,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-14 00:00:00,32.2,10.3
698,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-15 00:00:00,30,8.9
699,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-16 00:00:00,32.7,9.9
700,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-17 00:00:00,33.1,10
701,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-18 00:00:00,33.1,8.9
702,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-19 00:00:00,31.1,8.6
703,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-20 00:00:00,28.5,10.4
704,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-21 00:00:00,27.1,4.6
705,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-22 00:00:00,29.2,12.8
706,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-23 00:00:00,29.1,13.9
707,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-24 00:00:00,29.6,10.9
708,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-25 00:00:00,30.3,11.1
709,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-26 00:00:00,31.2,6
710,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-27 00:00:00,31.2,6.2
711,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-28 00:00:00,29.3,7.1
712,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-29 00:00:00,29.1,4.1
713,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-30 00:00:00,30.3,9.5
714,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-07-31 00:00:00,30,14.2
715,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-01 00:00:00,30.1,11.1
716,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-02 00:00:00,30.2,8.5
717,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-03 00:00:00,28.3,6.5
718,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-04 00:00:00,27.9,6.8
719,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-05 00:00:00,28.7,6.9
720,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-06 00:00:00,27.5,10.3
721,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-07 00:00:00,27.5,7.5
722,Mathura,Uttar Pradesh,North,27.5035,77.67215,2026-08-08 00:00:00,28.8,9.6
723,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-10 00:00:00,24.2,5.7
724,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-11 00:00:00,25.4,2.5
725,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-12 00:00:00,27.1,4.2
726,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-13 00:00:00,27.9,5.1
727,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-14 00:00:00,27.9,4.9
728,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-15 00:00:00,27.2,3.4
729,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-16 00:00:00,28.1,5.8
730,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-17 00:00:00,27.5,6.5
731,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-18 00:00:00,26.7,3.7
732,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-19 00:00:00,25.6,4.1
733,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-20 00:00:00,24.4,5.5
734,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-21 00:00:00,25.9,2.8
735,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-22 00:00:00,25.9,3
736,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-23 00:00:00,25.9,2.2
737,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-24 00:00:00,26.7,3.5
738,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-25 00:00:00,26,3.9
739,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-26 00:00:00,27.2,2.6
740,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-27 00:00:00,25.7,3.3
741,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-28 00:00:00,24.3,4.2
742,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-29 00:00:00,26.6,4
743,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-30 00:00:00,26.3,4.4
744,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-07-31 00:00:00,26.7,3.8
745,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-01 00:00:00,26.3,3.2
746,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-02 00:00:00,26.4,2.8
747,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-03 00:00:00,26.5,3.2
748,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-04 00:00:00,25.5,4.5
749,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-05 00:00:00,25.3,3.1
750,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-06 00:00:00,24,5
751,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-07 00:00:00,25.6,5.6
752,Dehradun,Uttarakhand,North,30.32443,78.03392,2026-08-08 00:00:00,26.9,3.1
753,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-10 00:00:00,26.7,6.4
754,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-11 00:00:00,27.4,5.4
755,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-12 00:00:00,29.1,6.2
756,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-13 00:00:00,30.4,6
757,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-14 00:00:00,30.2,7.2
758,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-15 00:00:00,29.5,6.4
759,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-16 00:00:00,30.7,6.3
760,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-17 00:00:00,30,5.8
761,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-18 00:00:00,28.8,4.7
762,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-19 00:00:00,27.8,6.8
763,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-20 00:00:00,26.5,8.9
764,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-21 00:00:00,28.2,5.4
765,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-22 00:00:00,28.7,7.6
766,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-23 00:00:00,28.6,5.5
767,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-24 00:00:00,29.5,9.5
768,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-25 00:00:00,28.8,8.2
769,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-26 00:00:00,30.1,3.3
770,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-27 00:00:00,28.7,4.4
771,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-28 00:00:00,26.5,4.4
772,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-29 00:00:00,28.7,5.5
773,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-30 00:00:00,28.2,7.8
774,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-07-31 00:00:00,28.8,7.8
775,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-01 00:00:00,29,7.3
776,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-02 00:00:00,28.8,5.7
777,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-03 00:00:00,29.1,5.4
778,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-04 00:00:00,27.5,4.3
779,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-05 00:00:00,28.1,3.5
780,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-06 00:00:00,26,5.2
781,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-07 00:00:00,27.9,4.2
782,Haridwar,Uttarakhand,North,29.94791,78.16025,2026-08-08 00:00:00,29.5,7.8
783,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-10 00:00:00,16.4,2.4
784,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-11 00:00:00,17.9,3
785,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-12 00:00:00,19.4,5.7
786,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-13 00:00:00,19.1,5.7
787,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-14 00:00:00,18.5,4.9
788,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-15 00:00:00,18.9,7.2
789,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-16 00:00:00,19.1,6.7
790,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-17 00:00:00,19,6.6
791,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-18 00:00:00,19.6,7.9
792,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-19 00:00:00,19.1,6.2
793,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-20 00:00:00,18.4,4.1
794,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-21 00:00:00,17.3,3.2
795,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-22 00:00:00,17.2,3.7
796,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-23 00:00:00,17.3,2.9
797,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-24 00:00:00,17.7,3.5
798,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-25 00:00:00,17.6,3.6
799,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-26 00:00:00,18.2,4
800,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-27 00:00:00,18.4,5
801,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-28 00:00:00,17.9,3.7
802,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-29 00:00:00,18.1,4.3
803,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-30 00:00:00,18.2,4.6
804,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-07-31 00:00:00,17.4,4.1
805,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-01 00:00:00,17.7,4.7
806,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-02 00:00:00,17.9,3.9
807,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-03 00:00:00,17.8,3.5
808,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-04 00:00:00,16.9,2.5
809,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-05 00:00:00,17.3,3
810,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-06 00:00:00,17.4,2.9
811,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-07 00:00:00,17.6,3.6
812,Shimla,Himachal Pradesh,North,31.10442,77.16662,2026-08-08 00:00:00,18.2,3.4
813,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-10 00:00:00,29.3,6.6
814,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-11 00:00:00,28.2,6.8
815,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-12 00:00:00,27.3,5
816,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-13 00:00:00,28.5,3.2
817,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-14 00:00:00,29.7,5.3
818,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-15 00:00:00,28.5,4.1
819,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-16 00:00:00,30.3,4.4
820,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-17 00:00:00,30.2,7.8
821,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-18 00:00:00,31,5.9
822,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-19 00:00:00,29.4,7.6
823,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-20 00:00:00,27.8,6.2
824,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-21 00:00:00,25.1,8.7
825,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-22 00:00:00,25.3,11.5
826,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-23 00:00:00,25.3,8.4
827,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-24 00:00:00,26.9,7.1
828,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-25 00:00:00,27.2,6.7
829,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-26 00:00:00,29.5,3.1
830,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-27 00:00:00,30.1,4.7
831,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-28 00:00:00,29.1,6.7
832,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-29 00:00:00,27.1,4.7
833,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-30 00:00:00,29,6.4
834,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-07-31 00:00:00,28.1,9.2
835,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-01 00:00:00,29.1,6.9
836,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-02 00:00:00,28.7,4.9
837,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-03 00:00:00,28.1,3.9
838,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-04 00:00:00,28.8,3.7
839,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-05 00:00:00,27.9,4.5
840,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-06 00:00:00,28,5.9
841,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-07 00:00:00,27.5,5.9
842,Jammu,Jammu and Kashmir,North,32.73528,74.86167,2026-08-08 00:00:00,27.5,4.7
843,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-10 00:00:00,25.9,3.1
844,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-11 00:00:00,23.9,3.4
845,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-12 00:00:00,20.1,4.5
846,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-13 00:00:00,20.7,2.4
847,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-14 00:00:00,22.9,2.4
848,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-15 00:00:00,23.8,2.7
849,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-16 00:00:00,25.5,2.6
850,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-17 00:00:00,27.1,2
851,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-18 00:00:00,28.7,2.6
852,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-19 00:00:00,25.3,3.7
853,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-20 00:00:00,23.7,3.7
854,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-21 00:00:00,20.3,4.1
855,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-22 00:00:00,18.1,2.1
856,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-23 00:00:00,19,3
857,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-24 00:00:00,19.3,2.3
858,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-25 00:00:00,18.4,3
859,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-26 00:00:00,21.1,3.1
860,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-27 00:00:00,23.7,2.2
861,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-28 00:00:00,24,3.7
862,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-29 00:00:00,22,2.7
863,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-30 00:00:00,23.6,3
864,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-07-31 00:00:00,23.1,3.5
865,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-01 00:00:00,22.5,3.5
866,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-02 00:00:00,23.4,3
867,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-03 00:00:00,23.7,2.8
868,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-04 00:00:00,23,3.9
869,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-05 00:00:00,23.4,3.1
870,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-06 00:00:00,21.8,4.2
871,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-07 00:00:00,22.2,3.3
872,Srinagar,Jammu and Kashmir,North,34.08565,74.80555,2026-08-08 00:00:00,20.8,4.1
873,Leh,Ladakh,North,34.16504,77.58402,2026-07-10 00:00:00,15.2,2.7
874,Leh,Ladakh,North,34.16504,77.58402,2026-07-11 00:00:00,14.1,3.8
875,Leh,Ladakh,North,34.16504,77.58402,2026-07-12 00:00:00,12.9,3.3
876,Leh,Ladakh,North,34.16504,77.58402,2026-07-13 00:00:00,13,3.3
877,Leh,Ladakh,North,34.16504,77.58402,2026-07-14 00:00:00,13.4,4
878,Leh,Ladakh,North,34.16504,77.58402,2026-07-15 00:00:00,12.4,2.2
879,Leh,Ladakh,North,34.16504,77.58402,2026-07-16 00:00:00,15.6,3.2
880,Leh,Ladakh,North,34.16504,77.58402,2026-07-17 00:00:00,18.3,2.7
881,Leh,Ladakh,North,34.16504,77.58402,2026-07-18 00:00:00,20.1,3.1
882,Leh,Ladakh,North,34.16504,77.58402,2026-07-19 00:00:00,19.7,4.3
883,Leh,Ladakh,North,34.16504,77.58402,2026-07-20 00:00:00,17.3,2.9
884,Leh,Ladakh,North,34.16504,77.58402,2026-07-21 00:00:00,14.1,2.1
885,Leh,Ladakh,North,34.16504,77.58402,2026-07-22 00:00:00,13.7,3.2
886,Leh,Ladakh,North,34.16504,77.58402,2026-07-23 00:00:00,13.4,3.5
887,Leh,Ladakh,North,34.16504,77.58402,2026-07-24 00:00:00,13.3,3.9
888,Leh,Ladakh,North,34.16504,77.58402,2026-07-25 00:00:00,14.6,3.5
889,Leh,Ladakh,North,34.16504,77.58402,2026-07-26 00:00:00,16,2.5
890,Leh,Ladakh,North,34.16504,77.58402,2026-07-27 00:00:00,16.3,2.3
891,Leh,Ladakh,North,34.16504,77.58402,2026-07-28 00:00:00,16.5,2.1
892,Leh,Ladakh,North,34.16504,77.58402,2026-07-29 00:00:00,15.3,2.9
893,Leh,Ladakh,North,34.16504,77.58402,2026-07-30 00:00:00,15.7,2.8
894,Leh,Ladakh,North,34.16504,77.58402,2026-07-31 00:00:00,15.5,2.9
895,Leh,Ladakh,North,34.16504,77.58402,2026-08-01 00:00:00,14.2,2.9
896,Leh,Ladakh,North,34.16504,77.58402,2026-08-02 00:00:00,14.5,3
897,Leh,Ladakh,North,34.16504,77.58402,2026-08-03 00:00:00,16.1,2.7
898,Leh,Ladakh,North,34.16504,77.58402,2026-08-04 00:00:00,15.9,2.5
899,Leh,Ladakh,North,34.16504,77.58402,2026-08-05 00:00:00,14.9,3.2
900,Leh,Ladakh,North,34.16504,77.58402,2026-08-06 00:00:00,15.3,1.7
901,Leh,Ladakh,North,34.16504,77.58402,2026-08-07 00:00:00,14.3,2.8
902,Leh,Ladakh,North,34.16504,77.58402,2026-08-08 00:00:00,13.7,2.3
903,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-10 00:00:00,28.4,15.9
904,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-11 00:00:00,28.3,17.9
905,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-12 00:00:00,28.5,18.9
906,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-13 00:00:00,28.7,17.1
907,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-14 00:00:00,28.6,14.3
908,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-15 00:00:00,27.8,13.5
909,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-16 00:00:00,27.6,9.3
910,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-17 00:00:00,27.7,10.5
911,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-18 00:00:00,27.4,11.3
912,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-19 00:00:00,26.9,12.9
913,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-20 00:00:00,26.7,16
914,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-21 00:00:00,27.2,19.2
915,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-22 00:00:00,26.7,24.5
916,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-23 00:00:00,26.9,28.4
917,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-24 00:00:00,27.2,23.5
918,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-25 00:00:00,27.8,18.2
919,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-26 00:00:00,27,12.3
920,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-27 00:00:00,26.9,11
921,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-28 00:00:00,27.8,15
922,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-29 00:00:00,27.9,20.4
923,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-30 00:00:00,27.3,17.5
924,Mumbai,Maharashtra,West,19.07283,72.88261,2026-07-31 00:00:00,27.4,20.5
925,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-01 00:00:00,27.8,21.8
926,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-02 00:00:00,27.5,18.5
927,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-03 00:00:00,27.4,14.6
928,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-04 00:00:00,27.4,13.4
929,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-05 00:00:00,27,12.6
930,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-06 00:00:00,27.6,15.7
931,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-07 00:00:00,27.9,17.2
932,Mumbai,Maharashtra,West,19.07283,72.88261,2026-08-08 00:00:00,27.7,15.2
933,Pune,Maharashtra,West,18.51957,73.85535,2026-07-10 00:00:00,25.3,16
934,Pune,Maharashtra,West,18.51957,73.85535,2026-07-11 00:00:00,25.2,18
935,Pune,Maharashtra,West,18.51957,73.85535,2026-07-12 00:00:00,25.5,19.3
936,Pune,Maharashtra,West,18.51957,73.85535,2026-07-13 00:00:00,25.4,17.3
937,Pune,Maharashtra,West,18.51957,73.85535,2026-07-14 00:00:00,25.6,15.7
938,Pune,Maharashtra,West,18.51957,73.85535,2026-07-15 00:00:00,24.8,14.4
939,Pune,Maharashtra,West,18.51957,73.85535,2026-07-16 00:00:00,25.3,13.4
940,Pune,Maharashtra,West,18.51957,73.85535,2026-07-17 00:00:00,25.1,14.8
941,Pune,Maharashtra,West,18.51957,73.85535,2026-07-18 00:00:00,24.5,14.8
942,Pune,Maharashtra,West,18.51957,73.85535,2026-07-19 00:00:00,24.4,14.9
